review,sentimiento
"Pese a que la película en si me resultó amena y entretenida, además de que en mi opinión estaba muy bien conjugado el tema histórico y amoroso (exceptuando quizá las excesivas divagaciones de Hipatia), no puedo evitar criticar una cosa del aspecto técnico que al principio pensé que era cosa mia pero luego lo comenté con unos compañeros y resultó ser que ellos también lo habían notado. Hay un par de escenas, una en concreto que es en la que me fijé yo (en una de aquellas en las que Hipatia habla con sus alumnos) que cambia totalmente la tonalidad de la pelicula, ya que es al principio calida/amarilla y al cambiar el plano pasa a ser bruscamente fria/azul. Es como si se produjera un desajuste de balance de blancos o algo así. La verdad es que me extraña que en una producción de esta dimensión sucedan esta clase de cosas, por lo que también me planteo que sea un fallo de la cinta o del proyector..No obstante, me pareció muy acertado el personaje de Davos, con todos esos matices por los que puede ser odiado y amado a la vez. Y también la reflexión general que hace Amenábar de todo el conflicto, ya que realmente llegas a ver lo absurdo de la situación y de todas aquellas disputas y como a día de hoy, cuando en teoría estamos aprendiendo a superar esos prejuicios, siguen sucediendo esta clase de cosas que siguen siendo igual de absurdas que hace dos mil años.",positivo
"Pongo el título en inglés que para eso estamos en España y soy español. Sr. director, o se la han colado, o usted intenta colárnosla. Teniendo en cuenta el trasfondo de la película, el argumento me parece vacío, razón por la cual he visto la película sin interferencias lacrimales, y me daba sensación de película de sobremesa. Eso sí, dentro de ese grupo de películas destaca por su enfoque sencillo, directo y... absurdo. Pero como tiene secuencias de grandes inundaciones se puede ver en el cine, también tiene muy cuidada la fotografía y los decorados, el ambiente es muy real, pero aquí se acaba todo. La caracterización de los personajes no tiene sentido, no hay forma de creerse que los protagonistas tomen las decisiones que toman, lo de basado en hechos reales supongo que se refiere al color del agua sucia, el resto son adornos para intentar suplir una historia contundente con ""una historia de llorar"" que no hace llorar. Nos describen unos personajes inteligentes y toman decisiones estúpidas para emocionar al público, ella es médico y actúa en un hospital como en una guardería llena de querubines.  Lo mejor por venir en el spoiler...",negativo
"Pues eso la película parece ofrecer mucho y luego no sabe como llevar un argumento con tantas incógnitas lo que hace que termine desmoronándose por todos los lados... Antes de nada quiero dejar bien claro que entendí cada una de las deducciones y cada tipo de lógica que se usó por lo tanto el 4 no es porque no haya entendido la película, no.Si ya digo la puesta en escena y todo el trabajo de deducciones y investigación estaba muy bien y hasta mantenía a la espera de ver que pasaba pero nada, Alex de la Iglesia ni supo como llevarlo y optó por un final desastroso, no comento nada mas porque sería spoiler pero de verdad Alex de la Iglesia... Quien te vio y quien te ve y para lo mas intrigante...¿ Quien leches te recomendó hacer una película como esta ?",negativo
"Para una buena producción que se hace en nuestras fronteras y la crítica hace todo lo posible por destruirla al no ser una de tantas condenas de derechos o libertades sociales como sacan una y otra vez para nuestro cine. Esta al menos cuenta, en tono de enorgullecimiento por cierto, una de las etapas más heroicas y desconocida por muchos de nuestra historia.Es cierto que no es perfecta, que en diversos apartados el film se nota limitado, pero por mucho presupuesto del que contara no se le puede pedir peras al olmo y la sensación dejada es que al menos el dinero ha sido bien invertido en este caso, que ya es mucho para nuestro malogrado e insípido cine. Quizás un numero mayor de extras en las escenas en combate le habría dado el apelativo de cine épico, una narrativa mas desarrollada en escenarios y momentos históricos le habría dado el de documento gráfico y en lo referente a sus escenas con efectos especiales, si estas hubieran sido de interminables duelos coreográficos se le podría haber definido como una gran aventura, pero no cuenta con eso, primero porque la producción quiere darle una seriedad y rigor a la historia, pese a ser ficticia en gran parte, es la parte histórica la que respeta y por lo tanto los duelos son lo mas cercanos a la realidad de la época, así como las muertes mostradas son frías y rápidas.  Contar tanto en tan poco tiempo hace que incoherencias asomen en su guión, pero si ya por una película ponemos el grito en el cielo por su presupuesto, imaginaos lo que podría ocurrir si la hubieran filmado para una trilogía por ejemplo. Por mi parte lo hubiera agradecido, personajes algo vacíos y momentos de difícil comprensión lógica en el seguimiento narrativo, encarecen la producción, pero no por ello dejo de valorar la valentía con la que es dirigida y su resultado final.Las interpretaciones en líneas generales son buenas. Igual alguna intervención femenina encarece mínimamente este apartado, pero son únicamente en determinados momentos. El sonido, otro defecto de nuestro cine aquí no se hace tan presente o no tan llamativo negativamente, que hasta le da un cierto atractivo al acento de nuestro héroe protagonista y en cuanto a la ambientación y fotografía no puedo decir nada mas que es sobresaliente, a pesar de lo anteriormente mencionado de los extras, como siempre el vestuario es uno de nuestros puntos fuertes y aquí no es menos. No contiene ningún mensaje, solo muestra unos valores poco valorados, valga la redundancia, hoy día.Entretenimiento: *******Guión: ******Originalidad Argumental: *********Interpretaciones: ******Efectos especiales: ******Final: *********Su mayor defecto es la tristeza que causa a un determinado grupo de personas que se avergüenzan de la historia de nuestro País, lo que entristece al mismo tiempo a quienes no se avergüenzan de dichos momentos históricos. Teniendo esto en cuenta creo que cada uno sabrá lo que le supondrá su visionado.",positivo
"Notable film sobre el maltrato infantil que supuso el lanzamiento de Achero Mañas como realizador y de Juan José Ballesta como actor juvenil. El primero volvería a destacar con ""Noviembre"" (2003), mientras que el segundo pronto se convertiría en uno de los rostros más reconocibles del cine español gracias a films como ""El viaje de Carol"" (2002) o Planta 4ª (2003).Se trata de todo un ejemplo de cine español contemporáneo: historia de realidad social actual sin grandilocuencias bien contada e interpretada que se gana la identificación del espectador, al que mantiene en vilo de principio a fin. Pese a contar con algunos detalles mejorables (puntos del guión, por ejemplo), ""El bola"" brilla gracias a la suma de sus partes.",positivo
"Tenía infinidad de expectativas con este film, por la historia que narra, el despliegue de medios utilizados para llevarla a cabo y, sobretodo, por su magnífico reparto, que incluye a dos de los mejores actores de la actualidad, dos grandes de la interpretación como son Naomi Watts y Ewan McGregror. Y, por supuesto, no me ha decepcionado en absoluto.Desde el primer momento te sumerges (nunca mejor dicho) en el film, empatizas con esa familia ideal que decide viajar a Tailandia en el momento menos oportuno posible. A partir de ahí, el film se convierte en un torrente de emociones, con una escena emotiva detrás de otra aderezadas por las increíbles interpretaciones de Watts y McGregor por encima de todo, pero también quiero destacar el trabajo del joven Tom Holland, un chaval con mucho talento al que espero que tengan en cuenta para los premios del año.Técnicamente es intachable y, si le tuviera que poner un pero sería que todos conocemos el final a priori y, si no es así, ya se encarga el cartel promocional del film o el tráiler.Una auténtica obra maestra, la película española más importante de la historia y espero que pueda luchar por algún Oscar.Mi nota: 10",positivo
"Bombazo de película, ayer la pude ver y todavía la saboreo. No soy crítico de cine aunque ""Luis Martínez: Diario El Mundo"" tampoco y opina. A cinéfilos así les parecerá demasiado densa y con poca emoción entendiendo por emoción los litros de sangre en pantalla, aunque para su deleite cinematográfico se ve una teta.  ""Opinión por opinión”",positivo
"Anonadado se encuentra el espectador ante unas imágenes, de calidad e intensas, con el realismo de los diálogos, de la trama y del devenir que Álex de la Iglesia graba con ritmo, con gancho y con entusiasmo y energía. Casi tanta como la de los actores. Una dirección artística envidiable, un trabajo de acompañamiento de vehemencia y exaltación interpretativas. Además la elasticidad de las secuencias crean la tensión y recrean la situación con destreza y dinamismo. Ambientación teatral, que el director supo imprimir a un manejo de la cámara magistral, ubicada siempre sin perder detalle pero con sigilo y discreción. A pesar del tema de fondo, la universalidad de la desconfianza y de la intimidad ronda en el aire, se diluye con prudencia en una atmósfera cargada en su punto para la especulación de los más intensos y ávidos espectadores. Agradable, con tesón y fuerza, un resultado óptimo para un tema y trama atemporal.",positivo
"La primera impresión que uno se lleva tras salir del cine después de tragarse (nunca mejor dicho) este BODRIO de dos horas y media de metraje es: ""¿Qué demonios he visto?"" En primer lugar, he buscado el guión por todas partes, pero o se me escapa o no existe. Me decanto por la segunda opción. Todo el metraje se lleva a cabo en una narración rápida; muy rápida. Al parecer el director, también guionista, pensó que una adaptación era copiar calcadamente varias frases sueltas del libro. Bueno, eso funciona en varios casos. Pero aquí no. Frases que no vienen a cuento y que ni siquiera pertenecen al libro (y me ha leído tres) dan lugar a un guión nada sólido, desarrollado de forma muy lenta, que lo único que consigue es que nos entre un sueño, nada placentero, pero sí apetecible, pues si llegas a verla y te empiezas a dormir, HAZLO. Verás cómo luego lo agradeces (es decir, la peli perfecta para la siesta). Si además tenemos en cuenta el montaje, mejor ni hablamos. Las escenas están ordenadas de la peor forma posible. Pero con un guión tan desastroso no se podía conseguir una obra maestra.En el audio, nada a destacar, salvo el tema final, propio de Semana Santa, una joya musical.En la actuación, desastrosa. Vale, Quevedo es creíble (el mejor actor de la extensa plantilla). Pero todos, repito TODOS, actúan sin ganas, obligados. Y del acento de Vigo Mortenssen mejor ni hablo. ""Agárresssssse a mi camissssssa"". Ojalá le hubiese doblado el que lo hizo en El Señor de los Aniillos.Lo único destacable es el vestuario, lo que no los escenarios. El escenario final, Rocroi, eso no me lo hacen pasar por terreno francés ni por asomo. Eso es un campo castizo de toda la vida. Y el barco no es real. Y el callejón por el que pasan los personajes siempre es el mismo. Y Flandes, un simple trinchera. Pero la ambientación es muy real, calcada del siglo XVII a la perfección. Eso está bien.Pero ni las peleas se salvan. Yo hago esgrima y, tras hablarlo con otros compañeros de oficio que también la han visto, he llegado a la conclusión de que eso no es esgrima. Es una PAYASADA. Pero no voy a dar los detalles aquí.En resumen: MALA, MALA, MALA, PÉSIMA, HORRENDA, ABURRIDA... mejor me paro.Sí, resulta un buen comienzo para las superproducciones españolas, pero no bueno. Ni entretenido. Podría haber sido, pero no. Cuando sales de la sala te sientes estafado, engañado.Resumiendo; spanish tippycal film ( o como se diga). Mal guión, actores desganados, pésimo montaje, banda sonora pasable, escenarios muy falsos, pero una genial ambientación. Lo mejor: dirección artística, el vestuario, la acción (aunque sean quince minutos...) y la escena de la batalla dentro de ese pasillo tan estrecho (algo de sentimientos, qué claustrofobia pasé)Lo peor: difícil elegir: el guión, las actuaciones, la dirección, la adaptación...",negativo
"Para mi es una alegría reconocer que me he equivocado, cuando fui a ver la película, esperaba ver la típica españolada cargada de topicazos, escenas de cama, critica a la iglesia y lo de siempre rojos buenos, el resto malos.Pero me equivoque, la película tiene un buen guion, rebosa de humor inteligente, los actores trabajan bien,  vocalizan, los acentos están bien tratados y tiene un montón de guiños que hacen que sea un film divertido y ameno.La historia de amor no es empalagosa y los personajes están bien llevados, un poco exagerados, pero es comprensible en una comedia. En fin una película recomendable para todos los públicos y para  pasar un rato agradable.Me gustaría que esta cinta fuese un punto de inflexión y que la gente del cine se curraran mas las películas y no las rodaran solo para cobrar las subvenciones.Broscine.com",positivo
"Deseoso de cosechar el éxito de las dos anteriores entregas, Santiago Segura ha vuelto a la carga con su inefable personaje.Pero la que se esperaba que fuera, (para muchos), la mejor entrega de las tres irreverentes películas, no resulta ser sino la peor de todas.Bien es cierto que Segura se supera a sí mismo en cuanto efectos, acción, secuencias de alto riesgo, (algunas de las cuales las hace él mismo), y presupuesto, pero esto no es más que un intento por camuflar un guión que hace aguas por donde se mire.Las interpretaciones son delirantes, (incluyendo la del gran Tony Leblanc), y los gags y las muletillas repetitivas y tan cansinas, que lejos de hacer gracia terminan aburriendo.Se agota la chispa de las anteriores entregas, eso es evidente, y si Segura quiere seguir viviendo de éste personaje, deberá ofrecer al público algo más novedoso, o dejar de exprimir el (en mi opinión), vehículo que le ha dado la fama.",negativo
"Sinceramente no me esperaba que esta película ""robara"" ideas u ""homenajeara""  otras obras; si en lugar de ser de temática de intriga/suspense/terror fuera de humor entonces se titularía Scary Movie 5. Si tenemos la suerte de no conocer esas pelis a las que ""huele"" (El Espinazo del Diablo, Los Otros, Poltergeist,...) pues disfrutaremos plenamente. Aunque la acción por momentos es algo lenta, no lo es tanto como yo al menos me creí que iba a ser en los primeros minutos de la trama; y aunque así fuera, eso no implicaría que la peli fuera mala o pesada (recuérdese lo lenta que es por momentos la excelente El sexto sentido, a la cual -dicho sea de paso- también recuerda). Al igual que en esta última peli que cito, lo que más disfruté fue los sustos que se daban los espectadores en diversos momentos... ¿y eso qué quiere decir? Pues que la trama consigue meterte en la acción, te atrapa, te tiene en vilo, en tensión (si tienes el corazón delicado o eres fácilmente impresionable, lo mejor es que no veas esta cinta).¿Merece la pena gastarse la fortuna que cuesta actualmente el cine para acudir a verla? Rotundamente sí.",positivo
"Dios mío, que película mas malaaaaaa!!!!!. Menos mal que no fuí al cine a verla porque me hubiese entrado un ataque de histeria en plena sala al ver cosa tan inmunda, soez, sin sentido, patética, penosa, mal dirigida, mal montada, mal actuada, y terrible en todos (o casi todos) los aspectos. Le doy 2 estrellas por dos aspectos unicamente destacables, la fotografía que es bastante buena y el vestuario que está muy bien, lo demás (como diría la bruja Lola) ,... BAZZURAA, y dos velas negras que le pongo para que se destruyan todas las copias de la película que existen en el planeta y para que los que no la han visto se libren de tremenda basofia. Y está nominada a 15 Goyas, que risa, como se nota que el dinero es lo único que puede mover el cine español, no el talento y el buen hacer cinematográfico. ¿Cómo se puede dirigir tan mal Agustín Díaz Yañez, jubilate ya hombre, vayase ya , hombre, vayase ya?, ¿Como se puede montar tan mal una película, que parece que la ha montado un charcutero de un pueblo inóspito?, ¿que mierda de música es esa cosa de semana santa que sale y da miedo de verdad?, ¿que actores son esos que parecen que han salido todos de un congelador o de una fábrica de robots?. ¿La película mas cara del cine español?. Vaya MIERDA, repito, VAYA MIERDA. Muy MALA Y MUY TRISTE, eso es lo que es esta infamia. No, si se terminaran cargando el cine español, pronto haremos remakes de las pelis de Pajares y Esteso que seguro tendran mas calidad que esta gran MIERDA de proporciones cósmicas. Yañez, no dirija mas!!!!.",negativo
"Tres padres conocen a los novios de sus hijas y por unas causas o por otras no son de su agrado. Intentarán por todos los medios que están a su alcance hacer que ellos se alejen de sus niñas, pero no cuentan con que ellas no estarán por la labor…y los novios menos aún.El director Carlos Therón (investigaremos si es el hermano español de Charlize) filma un comedia distendida, a ratos entretenida pero en su mayoría insulsa. Me río a media asta en contadas ocasiones con esta especie de “No habrá paz para los yernos” , pero carcajadas en sí, ni una. Sólo Javier Cámara destaca de forma notable por encima de la media, correcta, del resto del reparto de “cuñaos” y de sus mujeres. Los actores y actrices que interpretan a los novios y a las hijas están casi puestos por el Ayuntamiento, salvo Miki Esparbé que tiene sus minutos de gloria. Y de la película en sí poco que decir, sólo que las comedias que buscan la risa fácil del espectador en la mayoría de las ocasiones acaban consiguiendo el efecto contrario…vergüenza ajena (ese culo gratuito…). Yo no tengo experiencia en ser padre y solo puedo opinar de oídas, pero sí que deber de ser cierto que ciertos padres imaginan siempre con recelo y el cuchillo entre los dientes el momento en que el capullo de turno llegue para engatusar y salir con sus “niñas”. Inseguridad pura, manipulación o simplemente papitis. Se pensarán que sus propias hijas llegaron de París o por ciencia infusa, y esta premisa esta bien lograda en la película, pero luego su desarrollo y las tramas dejan mucho que desear, con un guión cogido con pinzas (perdona Manuel Burque pero me convences bastante más como actor) y unas situaciones que rozan lo absurdo, por tópicas y por predecibles. Sino fuera por las interpretaciones, realizadas por un reparto de muchos quilates, esta comedia haría agua por todos los lados y si esperan que el público acuda en masa para que haya una segunda parte donde sean las madres las que puteen a las novias de sus hijos…que me esperen sentados.Sacapuntas de oro: Cámara lo borda por su naturalidad, parece que no interpreta ni recita, simplemente lo vive. Algunos chistes simpáticos. Que un sábado por la tarde la sala de cine estuviera bastante concurrida para ver una película española. La vis cómica de José Coronado.Sacapuntas de madera: Que sea demasiado sosaina, que no haga sangre y que esté excesivamente estereotipada. El poco carisma de las hijas y de sus novios. Se echa en falta algún tema musical potente. Que el pobre Roberto Álamo sea el que peor parado sale del trío protagonista por simplón. La vis dramática de Coronado.Nota: 4 Sacapuntas.",negativo
"Esta magnífica película de Bayona plasma las emociones de los actores que encarnan a unos supervivientes que un día vivieron esa terrible experiencia, todo eso va combinado de unos soberbios efectos especiales que nos involucran en tal catástrofe. Doy fe en que esta es una de las mejores películas de 2012 a nivel internacional, y una vez más, demuestra que el cine español está al nivel de los más grandes.",positivo
"La película es mala. Lo es, porque aunque han pasado más de 80 años desde que acabó la guerra civil, y tiempo ha tenido Amenabar para pensarlo bien, ha resultado que el parto ha sido fallido, y como ya le ocurrió con Hipatia, la niña le ha nacido muerta.¿Por qué? No es tanto porque la película se maniquea hasta el absurdo -que lo es- , ni porque suene a un refrito de tantas otras, que al menos, en su momento, aportaron algo, una visión dignificada de los vencidos, sino porque la película, para alguien que haya reflexionado respecto a las graves momentos por los que está pasando España, resulta imposible de creer lo que Amenabar pone en boca de Unamuno.Ya digo, dejando a un lado todo lo malo que tiene la película, lo que tiene de bueno no es cierto, y lo peor de todo, no es creíble. La tesis de Unamumo (Amenabar) es que los golpistas vencían pero no convencían. Y que no querían convencer porque no consideraban españoles a aquellos republicanos a los que combatían.Por eso digo que lo bueno que tiene la película, aunque es falso, nace muerto por el momento actual que vive España.Quiera o no Amenábar, no se han cumplido dos años de la insurrección del independentismo catalán de ERC, apoyado por el PNV y Bildu, y  con la defensa legal en Cortes del golpismo  por los comunistas de Podemos , es decir, acaba de acontecer una copia, pero tal cual, de lo sucedido con aquellos golpes de estado previos que los propios separatistas y comunistas dieron contra la República, antes del propio golpe de Estado delos fascistas.Y ahí está el problema. Es que comunistas (por internacionalistas) y los separatistas vascos y catalanes fueron y y siguen siendo enemigos de España, sea ésta una trasnochada monarquía como en la que vivimos y sufrimos, sea ésta una República nacional a la que legítimamente aspiramos algunos. Aspiramos a una República nacional sin comunistas bolivarianos conchabados con  supremacistas independentistas que planean acabar  con la nación española.Por eso la película es tan mala. Porque lo bueno que podía tener - ese Unamuno que echa en cara a los fascistas que quieren vencer y matar a un enemigo que no reconocen como español- fue históricamente mentira, pues eran enemigos de España, puesto que querían su ruptura, pero es que además la realidad actual resquebraja la tesis de Unamuno (Amenabar), porque los mismos actores siguen queriendo la disolución de la nación española, y por tanto son enemigos de España.Amenabar está decadencia. Lo está desde hace muchos años. No es todavía lo suficientemente viejo (y sabio) para hacer una película histórica. No lo hizo en la fría (e indocumentada) Hipatia , a pesar que el tiempo transcurrido debía haberle dado distancia; menos aún ha acertado con la cercana historia contemporánea española, en la que se precisa un juicio mucho mas sereno y rico, y sobre todo algo de originalidad, aunque fuere una patraña.Es curioso. Almodovar envejece como el buen vino, te guste o no el fondo de su cine,  sus historias narran cosas y son creíbles, pero Amenabar es como el mal vino. A medida que envejece se torna agrio, y ojalá pueda rehacer su carrera y terminarla bien, al menos siendo un buen vinagre.Respecto a lo malo de la película no merece la pena ni comentarlo. Otros ya lo han hecho antes. Es un despropósito. Le doy un 2, para no bajarle mucho la nota.",negativo
"Y a la cuarta fue la vencida. Daniel Monzón, que hasta la fecha había hecho una película cada tres años, para ésta (su cuarto largometraje) necesitó cuatro, y es por el momento su obra más completa e inspirada, con la que a buen seguro se va a consagrar.De los 110 minutos que dura la película, la primera media hora te atrapa con un inteligente y original argumento que engancha por completo al espectador, llegando casi a confraternizar con el protagonista de la trama, y digo casi porque la actuación de Ammann -en la que me centraré más adelante- impide tal perfecta simbiosis. Se trata de un entretenimiento puro que aporta frescura al cada vez más desahuciado y casposo cine español.La dirección me parece correcta sin más. La cámara se centra en lo verdaderamente importante, sin mayores alardes que los impuestos por la historia misma llena de escenas de violencia e intriga. Historia, que por otra parte, parece dar mucho más juego del que se muestra en el film. Cierto que es, que dramas carcelarios y de primer nivel podemos encontrar a puñados en cualquier filmoteca que se precie, y en parte se agradece no volver a repetir escenas o personajes maniqueos y encasillados, pero es posible que centrar el argumento en dos personajes, haga que extrañemos una historia paralela o algún personaje secundario que dé más juego que el prestado por los secuaces de ""Malamadre"" o los funcionarios de prisiones.Volviendo al tema de los personajes, entre el reparto podemos encontrar a un sublime Tosar, interpretando con maestría, como suele ser habitual en él, a un personaje rico en matices y cargado de un realismo que asusta. En el otro lado tenemos a un elenco de actores que cumplen sin más, en parte debido al poco juego que ofrecen sus personajes en la película. Y por último tenemos a Alberto Ammann, del que lo mejor que se puede decir es que paga la novatada. Su eterno gesto impasible hace que resulte algo inverosímil su personaje, y más siendo éste sometido a emociones tan fuertes como son las que se le plantean en la trama.A los momentos de brillantez y buen cine en general, que los hay, les hacen sombra las escenas poco creíbles que hacen reflexionar sobre las incoherencias que un suceso como tal conllevaría en la vida real dándose las circunstancias que se muestran en la película y la forma de actuar de los personajes. A pesar de todo, la historia transcurre con un dinamismo y una agilidad que asombra, dando muestra de unas ideas muy claras en la mente de los guionistas. Que tomen buena nota los productores de este país porque éste, es el paso a seguir.",positivo
"Es una buena comedia que pasa bien y además emociona, Un tanto demasiado edulcorada, aunque de no ser así hubiera sido una pelicula de lagrimón constante, dificil de digerir por el tema y sus protagonistas, auténticos héroes.",positivo
"La verdad es Ágora prometía desde que se vieron las primeras imágenes. Tras un comienzo magnífico el guión comienza a caer como Alejandría.Amenábar se propone contar diversas historias en la misma película. Demasiadas como para que tengan cabida en un metraje limitado, de modo que no profundiza en ninguna de ellas y por lo tanto las cuenta mal todas.Visualmente es espectacular. Técnicamente es impresionante en todos los sentidos. Los actores están excelentes pero salvo en contadas ocasiones no transmiten nada debido a que el guión se limita a narrar una serie de acontecimientos sin más hilo conductor que los propios actores, así que es imposible incluso para ellos sumergirse en ninguna de las secuencias independientes de la cinta porque Ágora no es una película en sí, sino una composición de distintas historias en un mismo marco histórico.Los monólogos de Hipatia y sus conversaciones con sus alumnos comienzan siendo de lo más interesantes y resulta una delicia oírlas pero el guión se repite y cuentan lo mismo una y otra vez. Y no sólo me refiero a los monólogos sino a la película entera.Ágora es un cero perfecto que va dando vueltas continuamente sobre su eje (Hipatia) para volver al punto de partida y repetir su recorrido.Qué pena que una película de un nivel cinematográfico sublime y de semejante belleza visual haya querido abarcar demasiado y se haya resentido a nivel argumental. Hipatia se merecía una biopic centrada en ella (lo cual no excluía narrar acontecimientos históricos) y Alejandría merecía convertirse en algo más que un hermoso escenario. Una verdadera lástima.",negativo
"Volver es un drama interpretado en su totalidad por mujeres que trabajan duro para salir adelante. Penélope y todas las demás enfrentan las dificultades con energía, solidaridad y a menudo con alegría, y sin esperar agradecimientos.Mujeres de clase obrera todas ellas, con sus costumbres, su espontánea forma de hablar y sus aficiones, entre ellas el corazón, al que Almódovar ataca sin piedad.No es cine realista, pero es un retrato de inmenso realismo.Volver es divertida, surrealista e inquietante. Los guiños al cine negro son utilizados con descaro, convirtiendose en un homenaje al género. Los personajes evolucionan a medida que la historia se vuelve más compleja y se empiezan a atar cabos.Capitulo especial merece Penélope Cruz, tan natural y tan alegre en su papel de ama de casa de vida desgraciada. El director exprime todos sus recursos, incluso algunos desconocidos, como su gracia para cantar. Su impresionante físico y úna cámara juguetona hacen el resto.",positivo
"Nos encontramos ante una comedia bastante ácida y divertida pero que no llega a puntos exagerados como en anteriores películas de Alex de la Iglesia.La que aquí nos atañe es una comedia se podría decir realista dentro de lo que cuenta y salvo por su recta final dónde suceden determinadas cosas un tanto fantásticas el resto esta todo dentro de un marco realista. Es algo ya habitual que me ocurre desde hace mucho tiempo con Alex de la Iglesia en sus últimas obras, logra realizar unos dos primeros tercios esplendidos pero luego no se por que no logra rematar sus obras para que sus finales sean completamente redondos. Algo que parecía que aquí se iba a solucionar pero que vuelve a pasar en su recta final. Si toda la recta final hubiera transcurrido de forma natural y no forzada como el resto de la película nos encontraríamos ante una obra redonda.El reparto actoral esta muy bien equilibrado y todos y cada uno de los actores tienen su momentazo. La comedia esta muy bien metida y tiene algunos momentos realmente divertidos dónde la sala no paraba de reír a carcajada limpia.El argumento aunque simple da mucho juego, es complicado contar algo de el sin entrar en spoilers pero ya todos os podéis imaginar por dónde va a tirar debido a la publicidad que ha tenido la película, sus trailers y demás.En definitiva, una comedia divertidisima pero que no consigue ser una obra perfecta debido a ese final, pero aún así se lo perdono por que me reído en el cine como hacia tiempo que no lo hacia.Mi nota final de un 7.5/10",positivo
"Como dice wancho, la peli que nos ocupa es un producto comercial 100%. ¿Hay algo más que añadir a esta sencilla sentencia? Pues tanto como uno quiera, supongo.Y es que la mencionada sentencia no es ni buena ni mala, es un hecho. Por suerte, porque señores y señoras, estamos de suerte, no es la última comedia española escrita en tres dias, rodada en dos y montada durante los anuncios de una película mejor. ¿Quiere decir esto que es una buena comedia? Pues más de uno, como yo, dirá que si añadiendo la coletilla ""española"", por que desgraciadamente en lo relativo al panorama está por encima de la media, lo cual es muy triste.De hecho, me da en la nariz que si los conocidos apellidos vascos no hubieran tenido el bombo que tuvieron no habría quedado, a ojos de la multitud, muy lejos en calidad de 'Es por tu bien', puesto que el esquema es bastante similar.Es cierto que no se le puede reprochar realmente nada, sabe a lo que va y nosotros también lo sabemos a los 5 minutos. Pero a mi me da por pensar, como siempre me ocurre, más allá de la película. Y es que nos plantan a estos padres, prejuiciosos, obtusos, metomentodo, estereotipos bastante bien llevados por sus tres actores protagonistas, para al final acabar como todos imaginamos. Pero ¿por qué existen estos personajes en la vida real? ¿Darían las madres para otra película a parte? Y quedan otras muchas cosas que aparecen, parecen decir algo... pero no lo dicen. La simplicidad del argumento y la estrechez de miras con las que se ejecutan muchas veces las comedias da auténtico pavor, y es que podría salir algo mucho mejor de todo esto.Quizás le estoy dando demasiadas vueltas. Quizás deba ponerle un 6 y pasar a otra cosa, porque al fin y al cabo me he reido, y eso es lo que cuenta.",positivo
"Entiendo y reconozco la parte tremendamente exportable de estas aventuras de Tadeo Jones, pero a la misma vez eché de menos algo diferenciador en medio de una película que se torna demasiado infantil para mí.El principal problema es que no veo sentido a la película desde el punto de vista del aporte. Es decir, veo Tadeo Jones y principalmente siento que estoy perdiendo el tiempo. A la trama y personajes infantiles tengo que sumar una animación buena pero que todavía lleva años de retraso con respecto a las grandes películas de animación de los últimos años. Reconozco el mérito, no nos engañemos, porque visualmente se ve bien, pero el hecho de que sea un producto nacional no hace que sea más benevolente a la hora de evaluarlo, y no me cabe la menor duda de que si esa banderita roja y amarilla que acompaña al título fuera una de barras y estrellas, su nota caería más de un punto.Como digo, está bien la intención de hacer un producto exportable que colaría en la sala de cine de cualquier país, pero hubiera preferido algo un poco más castizo para diferenciarse, puestos a hacer algo propio, como hiciera la genial película de animación de Mortadelo y Filemón contra Jimmy el Cachondo. No veo razón para perder el tiempo con Tadeo Jones existiendo lo que ya existe.",negativo
"Gran película. Exceptuando algunos detalles en la fotografía que no me llenan y la escena de los familiares a las puertas de la carcel que argumentalmente me cuesta cuadrar (y que a la postre se tornará en nexo crucial en la historia), la película mantiene un ritmo impresionante con giros de guión excelentes. Grandes actuaciones de los personajes principales a excepción del primer negociador.",positivo
"No poco masacrada por la crítica y tampoco bien recibida por el público, esta generosa (en presupuesto y plantel artístico) producción española no cabe ser considerada ni como la mediocridad fallida que muchos quieren ver ni la como la grandiosa adaptación del original literario del sobrevalorado Pérez Reverte que tan pocos ven aquí. ""Alatriste"" es mejor película en sus dos tercios primeros que en el tramo final. Ahí emerge un buen relato, oscuro, denso, pintura del fin de un Imperio (hay secuencias maravillosos, auténticos cuadros). Cuenta con un notable diseño de producción, una fotografía espléndida (Paco Femenía) y el retrato de Alatriste (esforzado y cumplidor Mortesen) queda bien armado en no pocos pasajes. Pero falla su tramo final y la falta de carisma y cristalización de casi todos los personajes, es decir, de ellos no se saca el partido suficiente ni en la interpretación ni del propio peso de cada personaje: se salva Echanove (como el genial Quevedo), a medias Javier Cámara y desaprovechadísima Blanca Portillo, por ejemplo. La historia de amor entre el capitán Alatriste y Ariadna Gil tiene algún logrado momento romántico, no así lo referente a la pareja Ugalde/Anaya. En fin, un buen producto, que cumple, aunque pudo dar mucho más.",positivo
"Muy entretenida película, inferior a la primera parte en temática y coherencia, pero superior en cameos y acción. Más chistes, más pivas....... ¡MÁS DE TODO! No se la pierdan.",positivo
